,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score,Auto_Loan,Debt_Consolidation_Loan
8728,19,Manager,8649.85,808.4350000000001,7,10,34.0,5,"Payday Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan,  Not Specified",58,21,8.29,12,Bad,2289.38,33.1125,11 Years and 5 Months,Yes,40.395,39.995,Low_spent_Small_value_payments,286.3725,Poor,0,0
8729,27,Doctor,37823.27,2994.94,3,5,12.0,2,"Student Loan,  Not Specified",14,12,7.265,7,Good,504.85,29.485,24 Years and 2 Months,No,59.04,148.235,Low_spent_Large_value_payments,359.85,Good,0,0
8730,35,Lawyer,10263.79,590.32,5,3,12.0,1,Credit-Builder Loan,26,11,2.73,2,Good,730.77,32.995000000000005,20 Years and 3 Months,No,6.81,29.5325,Low_spent_Medium_value_payments,293.06125,Good,0,0
8731,27,Developer,63648.12,5357.01,6,7,10.0,1,Debt Consolidation Loan,16,7,3.875,0,Standard,1223.86,34.8925,23 Years and 10 Months,No,26.59,252.2075,High_spent_Medium_value_payments,530.77125,Standard,0,1
8732,41,Entrepreneur,43426.9,3497.91,1,6,2.0,4,"Payday Loan, Not Specified, Auto Loan,  Debt Consolidation Loan",7,8,8.6,5,Good,0.95,28.96875,31 Years and 8 Months,No,98.63,191.83375,High_spent_Large_value_payments,339.2175,Standard,1,1
8733,38,Engineer,33816.41,2772.03,4,4,8.0,0,No Loan,9,4,6.859999999999999,6,Good,308.06,30.78875,17 Years and 9 Months,No,0.0,163.9925,Low_spent_Medium_value_payments,380.71,Good,0,0
8734,26,Entrepreneur,98703.99,8350.33,2,6,8.0,3,"Auto Loan, Student Loan,  Debt Consolidation Loan",10,5,8.72,5,Good,1386.11,36.53,28 Years and 8 Months,No,142.67,209.295,High_spent_Large_value_payments,754.68875,Poor,1,1
8735,16,Mechanic,46586.79,3823.23,5,5,27.0,5,"Mortgage Loan, Credit-Builder Loan, Home Equity Loan, Auto Loan,  Credit-Builder Loan",30,7,16.01,9,Standard,1740.2,32.75625,6 Years and 1 Months,Yes,142.53,121.58375,Low_spent_Large_value_payments,371.96375,Poor,1,0
8736,15,Teacher,46855.17,3987.6,7,5,27.0,6,"Auto Loan, Not Specified, Debt Consolidation Loan, Auto Loan, Student Loan,  Auto Loan",36,20,19.86,7,Standard,1653.0,33.955,10 Years and 8 Months,Yes,145.55,223.92375,Low_spent_Medium_value_payments,309.13625,Poor,3,1
8737,15,Mechanic,29388.66,2353.05,6,5,18.0,9,"Personal Loan, Student Loan, Student Loan, Home Equity Loan, Auto Loan, Mortgage Loan, Not Specified, Student Loan,  Not Specified",17,15,18.66,8,Bad,3777.68,29.2225,0 Years and 9 Months,Yes,139.99,119.19625,Low_spent_Small_value_payments,260.02625,Standard,1,0
8738,31,Manager,16892.1,1662.67,3,2,5.0,2,"Not Specified,  Credit-Builder Loan",11,7,9.17,4,Good,1063.31,30.8375,28 Years and 5 Months,No,25.29,115.95875,High_spent_Large_value_payments,306.27125,Standard,0,0
8739,20,Teacher,67867.24,5389.6,7,3,14.0,4,"Student Loan, Mortgage Loan, Auto Loan,  Auto Loan",5,17,13.475,8,Standard,706.85,32.38875,16 Years and 3 Months,Yes,135.01,277.14625,Low_spent_Small_value_payments,393.05375,Standard,2,0
8740,31,Media_Manager,14656.14,992.35,6,8,16.0,8,"Payday Loan, Payday Loan, Student Loan, Debt Consolidation Loan, Personal Loan, Payday Loan, Credit-Builder Loan,  Personal Loan",57,20,26.0,12,Bad,3443.36,33.57625,10 Years and 3 Months,Yes,68.91,64.13,Low_spent_Small_value_payments,251.195,Standard,0,1
8741,20,Musician,99161.82,8055.49,3,6,8.0,0,No Loan,6,9,2.58,3,Good,1159.42,33.11875,26 Years and 3 Months,No,0.0,265.48,High_spent_Large_value_payments,698.81125,Good,0,0
8742,36,Doctor,19590.31,1408.53,3,7,14.0,2,"Home Equity Loan,  Payday Loan",9,9,19.115,4,Standard,1131.45,29.11125,18 Years and 7 Months,Yes,31.47,92.5375,Low_spent_Large_value_payments,303.7325,Standard,0,0
8743,31,Accountant,17583.65,1177.3,6,10,25.0,3,"Debt Consolidation Loan, Personal Loan,  Home Equity Loan",52,20,13.675,12,Standard,2076.62,34.67125,18 Years and 1 Months,Yes,26.8,76.8325,Low_spent_Medium_value_payments,288.99375,Poor,0,1
8744,31,Accountant,20168.99,1694.53875,5,7,19.0,7,"Student Loan, Mortgage Loan, Personal Loan, Debt Consolidation Loan, Mortgage Loan, Payday Loan,  Credit-Builder Loan",14,14,9.41,9,Standard,2043.24,30.465,15 Years and 11 Months,Yes,160.5025,76.53,Low_spent_Small_value_payments,297.1,Poor,0,1
8745,29,Journalist,68122.46,5424.87,4,5,3.0,2,"Personal Loan,  Personal Loan",4,0,9.4,1,Good,1171.17,35.52375,26 Years and 11 Months,No,86.78,256.75125,High_spent_Small_value_payments,466.45625,Standard,0,0
8746,53,Accountant,63402.48,5574.54,5,7,2.0,2,"Auto Loan,  Mortgage Loan",11,8,1.86,0,Good,707.85,29.78625,15 Years and 11 Months,No,55.22,363.19,Low_spent_Small_value_payments,448.58125,Standard,1,0
8747,31,Writer,12989.77,822.48,4,4,7.0,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Auto Loan, Credit-Builder Loan,  Student Loan",20,15,14.37,7,Standard,1298.38,31.80875,13 Years and 7 Months,Yes,62.21,58.68625,Low_spent_Medium_value_payments,242.59625,Standard,1,0
8748,16,Writer,36863.79,2757.7475,3,6,6.0,6,"Debt Consolidation Loan, Not Specified, Payday Loan, Student Loan, Payday Loan,  Auto Loan",10,17,15.77,6,Standard,441.29,29.61,7 Years and 8 Months,Yes,224.1425,114.59375,Low_spent_Large_value_payments,237.24375,Standard,1,1
8749,22,Manager,104183.46,8830.95,4,5,8.0,1,Student Loan,14,10,6.015,3,Standard,244.23,35.14,26 Years and 5 Months,No,72.75,400.93375,High_spent_Small_value_payments,675.66,Standard,0,0
8750,36,Mechanic,69870.88,6020.57,3,6,7.0,3,"Payday Loan, Payday Loan,  Auto Loan",24,20,9.76,6,Standard,2106.68,33.88,5 Years and 5 Months,Yes,148.71,294.55125,High_spent_Small_value_payments,423.795,Standard,1,0
8751,19,Doctor,37404.67,3344.06,0,5,1.0,1,Personal Loan,14,9,3.09,4,Good,1292.8,32.7625,32 Years and 8 Months,No,25.52,141.6925,High_spent_Large_value_payments,432.1925,Poor,0,0
8752,16,Writer,17496.35,1495.03,3,4,19.0,5,"Personal Loan, Debt Consolidation Loan, Personal Loan, Home Equity Loan,  Debt Consolidation Loan",10,15,9.715,11,Standard,1283.15,30.7175,6 Years and 8 Months,Yes,47.42,72.9175,Low_spent_Small_value_payments,299.0125,Poor,0,2
8753,21,Teacher,34334.9,2999.24,5,6,8.0,3,"Debt Consolidation Loan, Auto Loan,  Student Loan",6,1,6.83,1,Good,1094.04,33.9225,26 Years and 5 Months,No,74.35,162.6425,High_spent_Small_value_payments,335.4375,Poor,1,1
8754,20,Lawyer,21555.5,2006.29,6,6,20.0,2,"Student Loan,  Not Specified",30,10,17.205,6,Standard,857.88,31.9875,6 Years and 2 Months,Yes,22.77,109.1875,Low_spent_Small_value_payments,343.6675,Standard,0,0
8755,44,Developer,86446.44,7309.87,0,2,7.0,1,Student Loan,0,0,7.494999999999999,5,Good,1396.41,33.0575,17 Years and 10 Months,No,53.2,303.66,Low_spent_Medium_value_payments,603.6925,Good,0,0
8756,25,Mechanic,88215.03,7356.25,7,3,12.0,2,"Not Specified,  Not Specified",7,17,16.36,2,Standard,1128.68,36.94625,32 Years and 7 Months,Yes,100.42,153.84625,High_spent_Large_value_payments,728.86375,Standard,0,0
8757,50,Entrepreneur,64871.14,5333.93,5,5,5.0,2,"Student Loan,  Credit-Builder Loan",15,1,11.68,0,Good,34.3,34.65375,23 Years and 4 Months,No,73.23,287.9625,Low_spent_Medium_value_payments,439.70625,Good,0,0
8758,41,Scientist,178969.48,14647.12,0,5,1.0,4,"Debt Consolidation Loan, Not Specified, Student Loan,  Mortgage Loan",7,7,3.245,6,Good,667.15,29.9925,21 Years and 1 Months,No,554.17,693.08875,Low_spent_Medium_value_payments,758.2125,Good,0,1
8759,20,Writer,10355.67,901.97,7,8,16.0,5,"Debt Consolidation Loan, Student Loan, Student Loan, Credit-Builder Loan,  Personal Loan",44,23,9.18,12,Bad,1794.66,28.10625,19 Years and 5 Months,Yes,25.7,53.6675,Low_spent_Medium_value_payments,290.82625,Poor,0,1
8760,37,Developer,69312.12,5956.01,8,6,7.0,4,"Mortgage Loan, Auto Loan, Payday Loan,  Student Loan",5,11,9.305,7,Standard,170.5,33.28125,16 Years and 1 Months,Yes,220.16,410.5825,Low_spent_Small_value_payments,426.6575,Standard,1,0
8761,45,Teacher,15381.59,1409.8,7,10,30.0,7,"Credit-Builder Loan, Not Specified, Debt Consolidation Loan, Personal Loan, Home Equity Loan, Personal Loan,  Auto Loan",54,17,9.49,6,Bad,1753.16,34.8,6 Years and 8 Months,Yes,49.53,102.21625,Low_spent_Small_value_payments,276.73,Poor,1,1
8762,30,Writer,52046.28,4067.19,8,4,13.0,3,"Home Equity Loan, Home Equity Loan,  Debt Consolidation Loan",8,18,12.41,6,Standard,2314.66,32.67875,5 Years and 10 Months,Yes,88.51,181.62375,High_spent_Small_value_payments,397.2675,Standard,0,1
8763,20,Doctor,19549.47,1897.12,3,7,25.0,7,"Payday Loan, Personal Loan, Home Equity Loan, Payday Loan, Not Specified, Home Equity Loan,  Payday Loan",16,14,10.55,4,Standard,1924.26,28.85625,12 Years and 4 Months,Yes,86.86,111.9825,Low_spent_Small_value_payments,257.1225,Standard,0,0
8764,35,Writer,75306.68,6327.56,2,4,6.0,3,"Debt Consolidation Loan, Debt Consolidation Loan,  Debt Consolidation Loan",3,1,1.43,2,Good,103.22,33.17625,30 Years and 10 Months,No,158.61,330.45875,High_spent_Large_value_payments,409.94125,Standard,0,3
8765,28,Journalist,88601.46,7504.46,2,4,5.0,0,No Loan,10,3,8.24,3,Good,794.53,32.69125,24 Years and 7 Months,No,0.0,239.155,High_spent_Large_value_payments,765.0425,Good,0,0
8766,29,Writer,18431.53,1401.96,6,8,26.0,7,"Personal Loan, Payday Loan, Debt Consolidation Loan, Auto Loan, Credit-Builder Loan, Not Specified,  Payday Loan",40,20,26.5,10,Bad,4736.0,32.16125,3 Years and 4 Months,Yes,66.75,94.74625,Low_spent_Small_value_payments,259.94375,Poor,1,1
8767,24,Journalist,15968.78,1499.73,8,7,8.0,6,"Home Equity Loan, Auto Loan, Not Specified, Mortgage Loan, Not Specified,  Personal Loan",12,20,13.93,8,Standard,279.78,35.2975,16 Years and 3 Months,Yes,41.79,82.1875,High_spent_Medium_value_payments,297.2475,Standard,1,0
8768,34,Developer,35755.69,2775.64,8,3,1.0,1,Personal Loan,23,20,1.285,2,Good,198.29,32.57625,21 Years and 10 Months,No,26.45,98.9675,High_spent_Large_value_payments,424.56875,Good,0,0
8769,40,Engineer,43903.54,3377.63,3,5,17.0,1,Payday Loan,16,13,8.53,4,Standard,370.91,33.3,30 Years and 9 Months,Yes,20.86,142.195,High_spent_Large_value_payments,442.2925,Poor,0,0
8770,32,Teacher,56539.04,4780.59,7,6,16.0,6,"Payday Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Mortgage Loan,  Student Loan",35,23,8.045,12,Bad,1857.21,32.20875,19 Years and 1 Months,Yes,231.31,132.92374999999998,High_spent_Medium_value_payments,356.36,Poor,1,0
8771,35,Accountant,87502.05,7589.84,4,3,10.0,4,"Student Loan, Home Equity Loan, Auto Loan,  Student Loan",29,12,8.67,3,Good,1291.41,34.08125,28 Years and 3 Months,No,227.43,515.515,Low_spent_Large_value_payments,305.40375,Good,1,0
8772,18,Architect,72252.36,6059.03,5,3,12.0,4,"Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan,  Personal Loan",21,16,9.35,4,Standard,51.39,31.31625,25 Years and 2 Months,No,127.15,208.7025,Low_spent_Medium_value_payments,523.8025,Standard,0,1
8773,39,Accountant,15898.59,1059.88,8,6,15.0,6,"Home Equity Loan, Payday Loan, Auto Loan, Mortgage Loan, Student Loan,  Debt Consolidation Loan",30,17,21.795,9,Bad,2552.86,30.8925,3 Years and 2 Months,Yes,72.01,77.665,Low_spent_Medium_value_payments,232.76375,Standard,1,1
8774,40,Writer,135478.36,11380.86,4,6,3.0,1,Mortgage Loan,13,15,4.41,3,Standard,845.47,35.23625,16 Years and 2 Months,No,71.2,453.88125,Low_spent_Medium_value_payments,871.75125,Standard,0,0
8775,21,Musician,126262.12,10475.84,7,7,16.0,3,"Mortgage Loan, Home Equity Loan,  Credit-Builder Loan",23,15,10.065,2,Standard,447.52,29.24875,20 Years and 3 Months,No,284.57,626.72125,High_spent_Large_value_payments,509.50125,Standard,0,0
8776,15,Accountant,19126.65,1683.89,8,8,28.0,3,"Auto Loan, Not Specified,  Home Equity Loan",52,18,2.805,11,Bad,2699.31,34.2275,18 Years and 4 Months,Yes,36.16,86.28999999999999,Low_spent_Large_value_payments,316.27875,Poor,1,0
8777,55,Doctor,93622.5,7975.88,3,7,2.0,0,No Loan,3,3,6.99,3,Good,142.09,32.0875,26 Years and 3 Months,No,0.0,441.05125,Low_spent_Small_value_payments,703.3824999999999,Standard,0,0
8778,18,Manager,33832.58,2809.38,8,5,22.0,8,"Home Equity Loan, Auto Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, Mortgage Loan, Not Specified,  Student Loan",54,21,3.42,9,Bad,3584.4,31.96875,0 Years and 3 Months,Yes,150.27,136.69125,High_spent_Small_value_payments,262.72625,Poor,1,1
8779,18,Entrepreneur,33189.02,2951.75,7,3,19.0,3,"Mortgage Loan, Personal Loan,  Payday Loan",20,10,11.08,5,Standard,209.88,32.6525,23 Years and 0 Months,Yes,63.72,196.065,Low_spent_Medium_value_payments,310.945,Standard,0,0
8780,48,Lawyer,60865.05,5221.09,5,7,3.0,3,"Not Specified, Student Loan,  Mortgage Loan",21,8,3.23,0,Standard,1188.49,30.25125,24 Years and 7 Months,No,140.21,202.595,Low_spent_Large_value_payments,455.43,Standard,0,0
8781,28,Musician,36780.03,3169.0,5,6,5.0,2,"Auto Loan,  Personal Loan",10,4,4.92,2,Good,195.07,29.905,32 Years and 7 Months,No,61.2,149.93125,Low_spent_Medium_value_payments,375.11,Standard,1,0
8782,31,Developer,10616.07,899.67,5,6,14.0,5,"Student Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan,  Home Equity Loan",5,19,19.11,5,Standard,765.97,31.28125,10 Years and 4 Months,Yes,28.72,74.88875,Low_spent_Medium_value_payments,266.36125,Standard,0,0
8783,19,Teacher,16868.34,1570.69,10,7,22.0,8,"Debt Consolidation Loan, Payday Loan, Mortgage Loan, Payday Loan, Auto Loan, Mortgage Loan, Personal Loan,  Personal Loan",31,18,5.36,8,Bad,2086.07,30.16375,12 Years and 1 Months,Yes,101.51,85.0275,Low_spent_Large_value_payments,228.62875,Poor,1,1
8784,40,Doctor,9024.45,713.04,8,7,15.0,2,"Payday Loan,  Credit-Builder Loan",8,13,12.14,4,Standard,1491.08,32.37375,6 Years and 2 Months,Yes,14.36,45.27,High_spent_Large_value_payments,285.42875,Poor,0,0
8785,37,Architect,100433.58,8074.47,1,5,10.0,2,"Student Loan,  Debt Consolidation Loan",13,2,12.59,4,Good,1023.93,35.29,20 Years and 3 Months,No,100.16,378.76375,Low_spent_Medium_value_payments,598.51625,Standard,0,1
8786,28,Developer,31815.94,2551.33,7,7,27.0,7,"Personal Loan, Student Loan, Payday Loan, Personal Loan, Auto Loan, Not Specified,  Student Loan",60,15,20.65,10,Bad,4247.2,31.08125,0 Years and 8 Months,Yes,169.95,133.49125,Low_spent_Small_value_payments,227.94125,Poor,1,0
8787,27,Media_Manager,7055.84,732.99,6,6,32.0,6,"Not Specified, Debt Consolidation Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan,  Payday Loan",29,20,18.96,11,Bad,3775.23,33.10625,1 Years and 8 Months,Yes,32.78,57.1025,Low_spent_Medium_value_payments,265.91875,Poor,0,1
8788,18,Lawyer,61881.64,5266.8,6,5,19.0,7,"Mortgage Loan, Credit-Builder Loan, Home Equity Loan, Auto Loan, Mortgage Loan, Mortgage Loan,  Mortgage Loan",34,22,6.185,8,Bad,3738.53,32.82,0 Years and 8 Months,Yes,247.63,322.44,Low_spent_Small_value_payments,229.10625,Poor,1,0
8789,27,Journalist,12167.22,1126.7837499999998,5,7,15.0,0,No Loan,17,7,7.455,6,Standard,124.66,32.485,17 Years and 7 Months,Yes,0.0,112.7075,Low_spent_Small_value_payments,292.3075,Good,0,0
8790,25,Architect,12593.44,763.45,4,4,7.0,2,"Personal Loan,  Credit-Builder Loan",6,12,8.795,5,Standard,43.68,33.955,16 Years and 3 Months,Yes,18.94,52.3075,High_spent_Small_value_payments,283.8425,Standard,0,0
8791,33,Engineer,32296.78,2655.4,7,9,17.0,7,"Home Equity Loan, Debt Consolidation Loan, Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Mortgage Loan,  Auto Loan",30,14,11.785,10,Standard,2156.15,34.011250000000004,13 Years and 2 Months,Yes,118.44,123.5175,Low_spent_Small_value_payments,284.4,Poor,1,2
8792,14,Writer,9857.68,1041.47,8,8,30.0,8,"Mortgage Loan, Not Specified, Auto Loan, Payday Loan, Payday Loan, Auto Loan, Credit-Builder Loan,  Personal Loan",21,18,17.32,9,Bad,3017.34,35.65875,7 Years and 11 Months,Yes,34.06,74.5575,Low_spent_Small_value_payments,280.525,Poor,2,0
8793,27,Scientist,32466.18,2769.51,9,10,32.0,7,"Debt Consolidation Loan, Personal Loan, Credit-Builder Loan, Student Loan, Student Loan, Not Specified,  Debt Consolidation Loan",31,16,8.62,10,Bad,1339.97,32.08625,5 Years and 3 Months,Yes,187.68,142.34,High_spent_Small_value_payments,225.095,Poor,0,2
8794,29,Musician,24208.83,1773.4,7,4,13.0,3,"Credit-Builder Loan, Not Specified,  Credit-Builder Loan",33,20,6.15,4,Standard,873.13,31.6525,32 Years and 7 Months,No,42.31,126.4475,High_spent_Medium_value_payments,292.8025,Standard,0,0
8795,34,Doctor,114684.32,9777.03,5,5,19.0,3,"Auto Loan, Student Loan,  Student Loan",7,19,8.595,3,Standard,542.26,32.98125,19 Years and 4 Months,Yes,147.54,318.17125,High_spent_Large_value_payments,797.72125,Standard,1,0
8796,21,Teacher,157698.52,12480.07125,3,3,5.0,3,"Home Equity Loan, Debt Consolidation Loan,  Personal Loan",0,7,9.97,0,Good,362.01,36.96625,22 Years and 11 Months,No,301.57,480.47625,High_spent_Large_value_payments,797.25875,Good,0,1
8797,33,Writer,29491.38,2525.61,7,9,21.0,7,"Not Specified, Student Loan, Payday Loan, Home Equity Loan, Not Specified, Student Loan,  Not Specified",21,13,19.47,11,Standard,1593.63,32.62125,13 Years and 10 Months,Yes,96.3,167.47125,High_spent_Small_value_payments,263.79,Poor,0,0
8798,35,Manager,31503.24,2911.27,0,5,6.0,0,No Loan,15,9,5.72,3,Good,628.79,30.525,31 Years and 10 Months,No,0.0,219.015,High_spent_Small_value_payments,352.11125000000004,Standard,0,0
8799,47,Lawyer,102260.0,8580.67,5,5,7.0,3,"Payday Loan, Credit-Builder Loan,  Mortgage Loan",24,12,18.205,4,Standard,407.46,31.9275,26 Years and 3 Months,Yes,233.34,500.1325,High_spent_Large_value_payments,448.73125,Standard,0,0
8800,53,Scientist,134790.56,11053.55,4,5,14.0,1,Mortgage Loan,25,12,2.93,4,Standard,349.04,37.675,30 Years and 4 Months,Yes,111.91,401.7975,High_spent_Medium_value_payments,846.64375,Standard,0,0
8801,45,Lawyer,16499.63,1316.97,6,6,29.0,2,"Auto Loan,  Payday Loan",36,22,9.27,10,Bad,2274.73,29.95625,6 Years and 3 Months,Yes,16.84,67.575,Low_spent_Small_value_payments,326.0325,Poor,1,0
8802,35,Manager,38821.54,3187.13,10,10,18.0,9,"Home Equity Loan, Payday Loan, Credit-Builder Loan, Student Loan, Personal Loan, Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan,  Auto Loan",43,21,5.74,9,Bad,1541.26,28.84125,13 Years and 10 Months,Yes,250.74,190.57375,Low_spent_Small_value_payments,148.65375,Standard,1,1
8803,44,Entrepreneur,20227.38,1516.62,7,8,28.0,6,"Not Specified, Not Specified, Home Equity Loan, Mortgage Loan, Debt Consolidation Loan,  Credit-Builder Loan",51,18,3.665,7,Bad,1257.11,32.90625,13 Years and 11 Months,Yes,72.86,140.97,Low_spent_Small_value_payments,226.57625,Poor,0,1
8804,44,Lawyer,16060.67,1543.1375,6,7,7.0,3,"Mortgage Loan, Debt Consolidation Loan,  Debt Consolidation Loan",17,14,9.79,8,Standard,57.82,29.51125,17 Years and 6 Months,Yes,75.80499999999999,110.7175,High_spent_Medium_value_payments,287.7975,Standard,0,2
8805,38,Lawyer,7414.15,903.85,6,8,26.0,9,"Not Specified, Mortgage Loan, Auto Loan, Credit-Builder Loan, Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, Personal Loan,  Auto Loan",60,21,18.705,9,Bad,2580.05,33.1025,4 Years and 8 Months,Yes,51.42,71.69749999999999,Low_spent_Small_value_payments,260.39,Standard,2,1
8806,29,Architect,129605.52,10834.46,3,4,11.0,1,Auto Loan,11,4,1.78,1,Good,1078.62,35.1275,20 Years and 9 Months,No,82.44,288.05625,High_spent_Large_value_payments,962.9525,Standard,1,0
8807,19,Doctor,35221.43,3156.12,5,3,1.0,4,"Personal Loan, Mortgage Loan, Home Equity Loan,  Credit-Builder Loan",23,2,4.66,0,Good,624.7,31.72125,28 Years and 9 Months,No,110.04,124.335,High_spent_Medium_value_payments,334.40375,Poor,0,0
8808,53,Developer,12741.58,1234.8,5,7,9.0,3,"Auto Loan, Mortgage Loan,  Personal Loan",24,18,8.275,2,Good,530.93,30.37,28 Years and 3 Months,No,28.73,58.57875,Low_spent_Small_value_payments,287.73375,Poor,1,0
8809,22,Lawyer,110603.94,9464.0,5,7,12.0,1,Student Loan,24,12,5.75,1,Standard,805.01,34.5125,19 Years and 8 Months,No,68.79,376.05875,High_spent_Medium_value_payments,775.75875,Standard,0,0
8810,19,Doctor,41543.64,3620.97,8,5,21.0,3,"Not Specified, Personal Loan,  Payday Loan",17,18,16.56,10,Standard,2638.03,32.2725,14 Years and 7 Months,Yes,53.27,178.80125,High_spent_Medium_value_payments,378.63125,Poor,0,0
8811,34,Developer,16596.38,1659.03,8,5,8.0,4,"Student Loan, Credit-Builder Loan, Student Loan,  Credit-Builder Loan",23,16,9.98,1,Standard,1411.25,29.345,18 Years and 2 Months,Yes,35.64,123.2625,High_spent_Large_value_payments,292.875,Standard,0,0
8812,36,Manager,53935.11,4590.59,7,10,24.0,5,"Student Loan, Credit-Builder Loan, Debt Consolidation Loan, Student Loan,  Debt Consolidation Loan",23,22,25.97,12,Bad,4581.47,29.97375,10 Years and 5 Months,Yes,190.12,222.74375,Low_spent_Small_value_payments,312.79375,Poor,0,2
8813,33,Architect,21884.21,1630.68,3,7,9.0,0,No Loan,20,9,2.615,4,Standard,847.15,32.3425,27 Years and 11 Months,No,0.0,98.10125,High_spent_Small_value_payments,336.21625,Standard,0,0
8814,41,Engineer,99600.92,7595.6,6,3,9.0,1,Student Loan,24,8,9.915,1,Standard,490.95,32.66375,26 Years and 9 Months,No,57.51,514.50625,High_spent_Large_value_payments,662.385,Good,0,0
8815,34,Architect,22375.64,2039.64,6,5,20.0,3,"Auto Loan, Not Specified,  Payday Loan",21,8,6.9,0,Standard,182.26,32.75375,31 Years and 7 Months,Yes,45.23,97.325,High_spent_Small_value_payments,332.435,Standard,1,0
8816,19,Journalist,16931.7,1656.97,8,5,23.0,3,"Personal Loan, Student Loan,  Debt Consolidation Loan",42,16,1.17,12,Bad,1557.41,30.32875,16 Years and 3 Months,Yes,25.88,83.23125,High_spent_Small_value_payments,319.085,Poor,0,1
8817,43,Accountant,20799.59,1435.3,2,5,7.0,0,No Loan,0,11,5.16,1,Good,33.25,31.51375,20 Years and 2 Months,No,0.0,108.095,Low_spent_Small_value_payments,325.37625,Good,0,0
8818,18,Writer,7371.05,403.25,3,6,28.0,5,"Home Equity Loan, Auto Loan, Payday Loan, Not Specified,  Debt Consolidation Loan",28,17,15.38,9,Standard,1732.94,29.19125,16 Years and 3 Months,Yes,28.25,26.79,High_spent_Small_value_payments,258.53875,Poor,1,1
8819,37,Teacher,16580.73,1332.73,10,7,22.0,8,"Auto Loan, Payday Loan, Payday Loan, Student Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified,  Mortgage Loan",16,21,19.335,13,Bad,3019.98,33.18375,13 Years and 11 Months,Yes,81.72,99.96,Low_spent_Medium_value_payments,223.3625,Poor,1,1
8820,45,Media_Manager,66881.2,5873.43,3,5,17.0,2,"Payday Loan,  Home Equity Loan",20,20,11.225,4,Standard,240.6,31.85625,13 Years and 6 Months,Yes,56.79,332.52,High_spent_Medium_value_payments,464.27875,Standard,0,0
8821,26,Lawyer,39696.98,3211.08,5,5,10.0,1,Not Specified,11,3,1.98,1,Good,133.3,32.01375,21 Years and 3 Months,No,31.91,112.325,High_spent_Medium_value_payments,436.87625,Poor,0,0
8822,37,Lawyer,82796.52,6927.71,3,5,6.0,1,Student Loan,22,19,18.06,7,Standard,966.79,32.43875,19 Years and 2 Months,Yes,55.12,291.4925,Low_spent_Medium_value_payments,606.1575,Standard,0,0
8823,26,Engineer,105453.39,8759.78,6,5,19.0,3,"Mortgage Loan, Not Specified,  Not Specified",6,18,8.565,0,Standard,831.24,30.5725,18 Years and 9 Months,No,260.07,390.30125,High_spent_Medium_value_payments,549.14375,Standard,0,0
8824,31,Lawyer,25415.42,2339.95,7,6,11.0,1,Auto Loan,18,13,8.325,3,Standard,1272.08,31.74375,20 Years and 2 Months,No,12.23,80.93625,High_spent_Medium_value_payments,391.74125,Standard,1,0
8825,27,Accountant,48428.1,4242.68,6,5,34.0,9,"Auto Loan, Credit-Builder Loan, Not Specified, Not Specified, Student Loan, Not Specified, Home Equity Loan, Home Equity Loan,  Student Loan",38,21,6.265,9,Bad,4152.95,35.17875,5 Years and 2 Months,Yes,192.08,153.92375,High_spent_Small_value_payments,334.5125,Poor,1,0
8826,41,Engineer,53354.85,4633.24,8,10,24.0,4,"Mortgage Loan, Mortgage Loan, Payday Loan,  Credit-Builder Loan",18,17,17.47,11,Bad,1966.12,33.91625,15 Years and 5 Months,Yes,162.25,258.92125,Low_spent_Medium_value_payments,313.39875,Poor,0,0
8827,33,Musician,139711.0,11526.58,6,7,15.0,6,"Mortgage Loan, Payday Loan, Personal Loan, Home Equity Loan, Credit-Builder Loan,  Debt Consolidation Loan",8,10,11.82,8,Standard,1090.56,30.66875,13 Years and 1 Months,Yes,560.71,397.46875,Low_spent_Small_value_payments,589.76,Poor,0,1
8828,30,Writer,20479.75,1629.65,6,6,28.0,7,"Mortgage Loan, Payday Loan, Student Loan, Mortgage Loan, Credit-Builder Loan, Not Specified,  Not Specified",22,25,17.575,11,Bad,2911.37,32.9225,0 Years and 7 Months,Yes,91.05,87.91499999999999,Low_spent_Large_value_payments,246.49625,Poor,0,0
